ID,text,src
128405,"Представляю мой обычный любительский отзыв:\nРесторан/азиатское бистро не оправдал ожиданий( Единственное, что понравилось из еды- это темпура с Камчатским крабом, ее тут многие в комментариях хвалят. Чай с гранатом тоже был не плох. Хороший дизайн помещения, НО как по мне достаточно тесно (предполагаю, что так и задумано), персоналу и гостям не очень удобно передвигаться, особенно когда большая загруженность. Также слишком громко играет музыка, потом откуда-то кто-то начал сверлить, и началась атмосфера хауса. Отдельное внимание хочу уделить рамёну, который, как я поняла, является хитом этого места. Опишу его так - относительно неплохо:) Бульон как будто бы сварен на основе ветчины, и туда же еще и добавлен крахмал, что делает вкус всего блюда «на любителя», а возможно он попросту невкусный. Порции маловаты, немного даже смешно, понимаю, что та же темпура в разделе «закуски», но 3 ролла залитые, честно говоря, не очень качественным соусом (хоть он и вкусный), немного меня разочаровали. Также Удон с аргентинскими креветками, честно не поняла, что там от аргентинских креветок, но это тупо лапша в соусе том ям с непонятными на вид обычными коктейльными креветками ахахах) У меня остались очень смешанные чувства от посещения данного места, так как и цены на блюда достаточно высокие, но вкус и объем порций ввели меня в замешательство. Возможно, это такой концепт и я чего-то не понимаю, но что есть, то есть. 
",geo
115915,"Очередной не запоминающийся тайтл.На один раз. По началу было интересно смотреть, до момента с "" любовным пятиугольником "". Все эти  "" недопонимания "" начинали надоедать. Хороший юмор почти исчез. В итоге, 2-ю часть аниме смотрел с трудом. 6 / 10",anime
27233,"Почитали с женой отзывы, вроде все хорошо, костюмчик симпотичный, заказали. 
Получили.... Внешне смотрится нормально, но тонюсенький..... Где китайцы такой материал тонкий берут??? Ну ладно колготки из него шить, но спортивный костюм.... Да лучше у нас в магазинах купить, пусть дороже, но качественный! А тут 600р на ветер....
Трек вообще левый был....",rureviews
236601,"Ника не могу понять положительные отзывы
Сыр абсолютно никакой в плане вкуса, по консистенции скорее полутвердый
К красителям в составе обычно отношусь спокойно, но тут получившийся цвет совершенно не естественный, с прилавка в жизни бы не взял продукт такого не естественного цвета. Как вишенка та торте - какая-то тонкая (парафиновая?) оболочка, которая крошится при попытке отделить...",perekrestok
30542,Футболка супер. Рукава можно подвернуть. Хлопок плотная ткань. XL на 46 размер. Спасибо продавцу.,rureviews
136141,"В данный момент отдыхаем в пансионате, из плюсов - красивая территория, много зелени, розы, чисто, не плохой бассейн, номера соответствуют ценовой категории, \nхороший санузел, смена белья, полотенца меняют как и указано. Прекрасный трансфер, замечательный, вежливый водитель на белом Ситроене, имени к сожалению не знаю. Теперь по минусам - у бассейна нет зонтов от солнца, это не допустимо!!! В номерах эконом стоят не кровати, а детские кроватки, взрослые еле помещаются, даже если это эконом, так нельзя, нормально выспаться не возможно, боишься упасть! Еда в общем не плохая, голодными не были, в столовой чисто, все аккуратно, но очень часто стоит сильный запах горелого масла, потом одежду не выветрить, страшно представить на чем готовят еду! Питание шведский стол, но блюда не всегда пополняют тем, что уже разобрали, если первым не прибежишь, будешь есть макароны! Общее впечатление от пансионата на 3+
",geo
270573,"Бесполезен - никак не смягчает белье, не придает аромата.",perekrestok
76257,я не давольна заказом,rureviews
67761,"Цвет не соответствовал, белый на самом деле молочного, ближе грязно-желтого оттенка) Затяжка у капюшона оторвана с одной стороны",rureviews
288033,"Хорошая, вся чистая, вкучная",perekrestok
141001,"Давно ходим в m-tea за вкусными напитками, они действительно вкусные. Но не только это определяет качество места, но также отношение и сервис. Сегодняшнее наше посещение было омрачено тем, что попросив напиток без льда, нам ответили просто «нельзя», на вопросы почему? нам сказали, что «можем тогда разбавить водой, но потом не жалуйтесь,что не вкусно». Уже сидя в машине с напитками, обнаружили, что нет крышек(без крышки пластиковой напиток выливается под давлением при протыкании трубочкой), вернулись за ними. Оказывается, что теперь крышки просто так не выдают, только если потребуете👍
",geo
